BELLE5;BG;BGTL;RW08;THT13;RW26;{{N76310485,W069093896},{N76310485,W069093896}}
ROSE2B;EN;ENVA;RW27;ROSEB;RW27;{{N63250842,E010160793},{N63225100,E009433500}}
TGA1A;EN;ENVA;RW09;TGA;RW09;{{N63273198,E011043184},{N63273228,E011202638},{N63222279,E010471829},{N63000000,E010322700},{N62274187,E010524375}}
TGA1B;EN;ENVA;RW27;TGA;RW27;{{N63000000,E010322700},{N62274187,E010524375}}
TGA1U;EN;ENVA;RW27;TGA;RW27;{{N63250842,E010160793},{N63000000,E010322700},{N62274187,E010524375}}
TGA1W;EN;ENVA;RW09;TGA;RW09;{{N63273198,E011043184},{N63273198,E011043184},{N63313313,E010532427},{N63000000,E010322700},{N62274187,E010524375}}
TURS1A;EN;ENVA;RW09;TURSI;RW09;{{N63273198,E011043184},{N63273228,E011202638},{N63130900,E009540300},{N63133900,E008345300}}
KARL1S;EN;ENZV;RW11;KARLI;GRAMU;{{N58230000,E005361400},{N57000000,E005302700}}
KARL1T;EN;ENZV;RW29;KARLI;BANKY;{{N58230000,E005195600},{N57000000,E005302700}}
KARL2R;EN;ENZV;RW36;KARLI;RW36;{{N59075966,E005383084},{N58230000,E005195600},{N57000000,E005302700}}
KARL3P;EN;ENZV;RW18;KARLI;RW18;{{N58373782,E005374166},{N58230000,E005361400},{N57000000,E005302700}}
KLON1S;EN;ENZV;RW11;KLONN;VAR;{{N58373782,E005374166},{N58341300,E004525200},{N58232400,E002494400}}
KLON1T;EN;ENZV;RW29;KLONN;DOLFI;{{N58531700,E004402800},{N58232400,E002494400}}
KLON2P;EN;ENZV;RW18;KLONN;RW18;{{N58373782,E005374166},{N58341300,E004525200},{N58232400,E002494400}}
KLON2R;EN;ENZV;RW36;KLONN;RW36;{{N59075966,E005383084},{N58531700,E004402800},{N58232400,E002494400}}
LARE1S;EN;ENZV;RW11;LAREM;SIRDA;{{N58394500,E006375400},{N58135700,E007300000}}
LARE1T;EN;ENZV;RW29;LAREM;VAR;{{N58373782,E005374166},{N58281400,E006232900},{N58135700,E007300000}}
LARE2P;EN;ENZV;RW18;LAREM;RW18;{{N58373782,E005374166},{N58281400,E006232900},{N58135700,E007300000}}
LARE2R;EN;ENZV;RW36;LAREM;RW36;{{N59075966,E005383084},{N58394500,E006375400},{N58135700,E007300000}}
LUCK1S;EN;ENZV;RW11;LUCKY;RSY;{{N59075966,E005383084},{N59204752,E005120610},{N59380700,E005051300}}
LUCK1T;EN;ENZV;RW29;LUCKY;KRM;{{N59204752,E005120610},{N59380700,E005051300}}
LUCK2P;EN;ENZV;RW18;LUCKY;RW18;{{N58373782,E005374166},{N59204752,E005120610},{N59380700,E005051300}}
LUCK2R;EN;ENZV;RW36;LUCKY;RW36;{{N59075966,E005383084},{N59204752,E005120610},{N59380700,E005051300}}
OCKL2P;EN;ENZV;RW18;OKLAN;RW18;{{N58373782,E005374166},{N59204752,E005120610},{N59385700,E005245100}}
OKLA1S;EN;ENZV;RW11;OKLAN;RSY;{{N59075966,E005383084},{N59385700,E005245100}}
OKLA1T;EN;ENZV;RW29;OKLAN;KRM;{{N59204752,E005120610},{N59385700,E005245100}}
OKLA2R;EN;ENZV;RW36;OKLAN;RW36;{{N59075966,E005383084},{N59385700,E005245100}}
RSY1R;EN;ENZV;RW36;RSY;RW36;{{N59075966,E005383084}}
SOSO1S;EN;ENZV;RW11;SOSOL;DOGGI;{{N58583800,E006324800},{N59021900,E007300000}}
SOSO1T;EN;ENZV;RW29;SOSOL;RSY;{{N59075966,E005383084},{N59125700,E006241500},{N59021900,E007300000}}
SOSO2P;EN;ENZV;RW18;SOSOL;RW18;{{N58373782,E005374166},{N58583800,E006324800},{N59021900,E007300000}}
SOSO2R;EN;ENZV;RW36;SOSOL;RW36;{{N59075966,E005383084},{N59125700,E006241500},{N59021900,E007300000}}
SOTI1S;EN;ENZV;RW11;SOTIR;DOGGI;{{N58583800,E006324800},{N59193500,E007300000}}
SOTI1T;EN;ENZV;RW29;SOTIR;RSY;{{N59075966,E005383084},{N59125700,E006241500},{N59193500,E007300000}}
SOTI2P;EN;ENZV;RW18;SOTIR;RW18;{{N58373782,E005374166},{N58583800,E006324800},{N59193500,E007300000}}
SOTI2R;EN;ENZV;RW36;SOTIR;RW36;{{N59075966,E005383084},{N59125700,E006241500},{N59193500,E007300000}}
VAR1P;EN;ENZV;RW18;VAR;RW18;{{N58373782,E005374166}}
DEDO1G;EP;EPWA;RW29;DEDOL;AY;{{N52103158,E020555717},{N52051000,E020394900},{N51564646,E020264062},{N51231600,E020213600}}
DEDO1K;EP;EPWA;RW33;DEDOL;OKE1;{{N52111207,E020565609},{N51564646,E020264062},{N51231600,E020213600}}
DEDO2A;EP;EPWA;RW11;DEDOL;RW11;{{N52013300,E020505200},{N51231600,E020213600}}
DEDO2D;EP;EPWA;RW15;DEDOL;W;{{N52082984,E020591761},{N52013300,E020505200},{N51231600,E020213600}}
IBAR1G;EP;EPWA;RW29;IBARA;AY;{{N52103158,E020555717},{N52054300,E020002100},{N51565800,E019263200}}
IBAR1K;EP;EPWA;RW33;IBARA;OKE1;{{N52111207,E020565609},{N52054300,E020002100},{N51565800,E019263200}}
IBAR2A;EP;EPWA;RW11;IBARA;RW11;{{N52010900,E020484800},{N52060700,E020283400},{N51565800,E019263200}}
IBAR2D;EP;EPWA;RW15;IBARA;W;{{N52082984,E020591761},{N52010900,E020484800},{N52060700,E020283400},{N51565800,E019263200}}
IDAK2A;EP;EPWA;RW11;IDAKO;RW11;{{N52153291,E020392555},{N52240900,E020411400},{N52421600,E020194200}}
IDAK2D;EP;EPWA;RW15;IDAKO;W;{{N52082984,E020591761},{N52153291,E020392555},{N52240900,E020411400},{N52421600,E020194200}}
IDAK2G;EP;EPWA;RW29;IDAKO;RW29;{{N52112307,E020530146},{N52183900,E020430400},{N52421600,E020194200}}
IDAK2K;EP;EPWA;RW33;IDAKO;OKE1;{{N52111207,E020565609},{N52183900,E020430400},{N52421600,E020194200}}
MARI1A;EP;EPWA;RW11;MARIA;RW11;{{N51555839,E021093070},{N51392100,E021254000}}
MARI1D;EP;EPWA;RW15;MARIA;RW15;{{N51555839,E021093070},{N51392100,E021254000}}
MARI1G;EP;EPWA;RW29;MARIA;AY;{{N52103158,E020555717},{N52051000,E020394900},{N51513500,E020402100},{N51414500,E020581000},{N51392100,E021254000}}
MARI1K;EP;EPWA;RW33;MARIA;OKE1;{{N52111207,E020565609},{N52051000,E020394900},{N51513500,E020402100},{N51414500,E020581000},{N51392100,E021254000}}
SIE1A;EP;EPWA;RW11;SIE;RW11;{{N52050700,E021225700},{N52091936,E022120285}}
SIE1D;EP;EPWA;RW15;SIE;RW15;{{N52055393,E021012976},{N52091936,E022120285}}
SIE1G;EP;EPWA;RW29;SIE;AY;{{N52103158,E020555717},{N52051000,E020394900},{N52091936,E022120285}}
SIE1K;EP;EPWA;RW33;SIE;OKE1;{{N52111207,E020565609},{N52051000,E020394900},{N52091936,E022120285}}
TADE2A;EP;EPWA;RW11;TADEK;RW11;{{N52153291,E020392555},{N52430300,E020451700}}
TADE2D;EP;EPWA;RW15;TADEK;W;{{N52082984,E020591761},{N52153291,E020392555},{N52240900,E020411400},{N52430300,E020451700}}
TADE2G;EP;EPWA;RW29;TADEK;RW29;{{N52112307,E020530146},{N52183900,E020430400},{N52430300,E020451700}}
TADE2K;EP;EPWA;RW33;TADEK;OKE1;{{N52111207,E020565609},{N52183900,E020430400},{N52430300,E020451700}}
TITA1G;EP;EPWA;RW29;TITAK;AY;{{N52103158,E020555717},{N52132000,E019584000},{N52113000,E019274800}}
TITA1K;EP;EPWA;RW33;TITAK;OKE1;{{N52111207,E020565609},{N52132000,E019584000},{N52113000,E019274800}}
TITA2A;EP;EPWA;RW11;TITAK;RW11;{{N52010900,E020484800},{N52132000,E019584000},{N52113000,E019274800}}
TITA2D;EP;EPWA;RW15;TITAK;W;{{N52082984,E020591761},{N52010900,E020484800},{N52132000,E019584000},{N52113000,E019274800}}
ULPA1A;EP;EPWA;RW11;ULPAR;RW11;{{N52153291,E020392555},{N52332600,E021003500}}
ULPA2D;EP;EPWA;RW15;ULPAR;W;{{N52082984,E020591761},{N52153291,E020392555},{N52332600,E021003500}}
ULPA2G;EP;EPWA;RW29;ULPAR;RW29;{{N52112307,E020530146},{N52171900,E020452100},{N52332600,E021003500}}
ULPA2K;EP;EPWA;RW33;ULPAR;OKE1;{{N52111207,E020565609},{N52171900,E020452100},{N52332600,E021003500}}
VEKE1A;EP;EPWA;RW11;VEKER;RW11;{{N52153291,E020392555},{N52250900,E021113800}}
VEKE1G;EP;EPWA;RW29;VEKER;RW29;{{N52112307,E020530146},{N52250900,E021113800}}
VEKE1K;EP;EPWA;RW33;VEKER;RW33;{{N52160394,E020524410},{N52250900,E021113800}}
VEKE2D;EP;EPWA;RW15;VEKER;W;{{N52082984,E020591761},{N52153291,E020392555},{N52250900,E021113800}}
CIND1C;ES;ESGG;RW21;CINDY;RW21;{{N57381817,E012152474},{N57384200,E012482200}}
DETN1B;ES;ESGG;RW03;DETNA;RW03;{{N57414651,E012183851},{N57462380,E011492230},{N57351540,E011040860}}
DETN1C;ES;ESGG;RW21;DETNA;RW21;{{N57350711,E012122787},{N57331860,E011583670},{N57351540,E011040860}}
HAR1C;ES;ESGG;RW21;HAR;RW21;{{N57400967,E012264540},{N57493000,E012413680}}
LABA1B;ES;ESGG;RW03;LABAN;RW03;{{N57414651,E012183851},{N57493000,E012413680},{N58100980,E013173950}}
LABA1C;ES;ESGG;RW21;LABAN;RW21;{{N57454780,E012513240},{N58100980,E013173950}}
NEGI1B;ES;ESGG;RW03;NEGIL;RW03;{{N57414651,E012183851},{N57581274,E012382166},{N58150480,E012373120}}
NEGI1P;ES;ESGG;RW21;NEGIL;RW21;{{N57375023,E012145884},{N57462380,E011492230},{N58150480,E012373120}}
NOL1B;ES;ESGG;RW03;NOL;RW03;{{N57414651,E012183851},{N57462380,E011492230}}
NOL1P;ES;ESGG;RW21;NOL;RW21;{{N57375023,E012145884},{N57462380,E011492230}}
OTGI1G;ES;ESGG;RW03;SABAK;RW03;{{N57445559,E012213660},{N58080630,E011414250},{N58103560,E011383380}}
RANA1P;ES;ESGG;RW03;RANAV;RW03;{{N57110850,E012200350}}
SABA1B;ES;ESGG;RW03;SABAK;RW03;{{N57414651,E012183851},{N57462380,E011492230},{N58103560,E011383380}}
SABA1C;ES;ESGG;RW21;SABAK;RW21;{{N57350711,E012122787},{N57331860,E011583670},{N57462380,E011492230},{N58103560,E011383380}}
TODY1B;ES;ESGG;RW03;TODDY;RW03;{{N57414651,E012183851},{N57454780,E012513240}}
TODY1C;ES;ESGG;RW21;TODDY;RW21;{{N57454780,E012513240}}
TOPL1C;ES;ESGG;RW21;TOPLA;RW21;{{N57375023,E012145884},{N57080910,E012202020}}
TOPL2B;ES;ESGG;RW03;TOPLA;RW03;{{N57414651,E012183851},{N57242741,E012190453},{N57080910,E012202020}}
VADI1B;ES;ESGG;RW03;VADIN;RW03;{{N57414651,E012183851},{N57271205,E012204344},{N57081600,E011383800}}
VADI1C;ES;ESGG;RW21;VADIN;RW21;{{N57375023,E012145884},{N57264079,E012123523},{N57081600,E011383800}}
BENG1B;ES;ESGJ;RW01;BENGI;OA;{{N57493724,E014064412},{N57492030,E014482250}}
BENG1C;ES;ESGJ;RW19;BENGI;OJ;{{N57414700,E014015206},{N57492030,E014482250}}
DEVN2B;ES;ESGJ;RW01;DEVNI;DEVNI;{{N57125980,E013553640}}
DEVN3C;ES;ESGJ;RW19;DEVNI;OJ;{{N57414700,E014015206},{N57125980,E013553640}}
NEGA2B;ES;ESGJ;RW01;NEGAS;OA;{{N57493724,E014064412},{N57493724,E014064412},{N58021620,E014533520}}
NEGA2C;ES;ESGJ;RW19;NEGAS;OJ;{{N57414700,E014015206},{N58021620,E014533520}}
HAR2G;ES;ESGP;RW01;HAR;RW01;{{N57483010,E011522790},{N57493000,E012413680}}
LABA2G;ES;ESGP;RW01;LABAN;RW01;{{N57483010,E011522790},{N57462380,E011492230},{N58100980,E013173950}}
LABA2H;ES;ESGP;RW19;LABAN;RW19;{{N57430197,E011514302},{N57485741,E012005464},{N58100980,E013173950}}
LAV2H;ES;ESGP;RW19;LAV;RW19;{{N57430197,E011514302},{N57392200,E012172350}}
TOPL2G;ES;ESGP;RW01;TOPLA;RW01;{{N57483010,E011522790},{N57462380,E011492230},{N57392384,E011494285},{N57331860,E011583670},{N57080910,E012202020}}
TOPL2H;ES;ESGP;RW19;TOPLA;RW19;{{N57443157,E011515866},{N57351703,E011495487},{N57331860,E011583670},{N57080910,E012202020}}
LAGI2B;ES;ESMQ;RW16;LAGIS;RW16;{{N56384170,E016180429},{N56331780,E015561320}}
LATV1B;ES;ESMQ;RW16;LATVI;RW16;{{N56384170,E016180429},{N56410740,E016170310},{N56530100,E016360840}}
LATV1C;ES;ESMQ;RW34;LATVI;KAL3;{{N56434897,E016143912},{N56410740,E016170310},{N56530100,E016360840}}
NESL2B;ES;ESMQ;RW16;NESLI;RW16;{{N56384170,E016180429},{N57130980,E016205010}}
NESL2C;ES;ESMQ;RW34;NESLI;KAL3;{{N56434897,E016143912},{N57130980,E016205010}}
TILS2B;ES;ESMQ;RW16;TILSA;RW16;{{N56384170,E016180429},{N56461810,E015521860}}
BABS2B;ES;ESMS;RW17;BABSI;RW17;{{N55303435,E013225590},{N55291284,E013132976},{N55554840,E013115810}}
BABS2C;ES;ESMS;RW35;BABSI;RW35;{{N55340235,E013220925},{N55485402,E013113855},{N55554840,E013115810}}
DISG1B;ES;ESMS;RW17;DISGO;RW17;{{N55201745,E013243310},{N55094580,E013021270},{N55090570,E012440080}}
DISG1C;ES;ESMS;RW35;DISGO;RW35;{{N55340235,E013220925},{N55143771,E013124876},{N55094580,E013021270},{N55090570,E012440080}}
NEXI1B;ES;ESMS;RW17;NEXIL;RW17;{{N56202090,E013435920}}
NEXI2C;ES;ESMS;RW35;NEXIL;RW35;{{N55364130,E013213860},{N55443135,E013363760},{N56202090,E013435920}}
PERY1B;ES;ESMS;RW17;PERRY;RW17;{{N55463640,E013574620}}
PERY3C;ES;ESMS;RW35;PERRY;RW35;{{N55364130,E013213860},{N55463640,E013574620}}
SALO2B;ES;ESMS;RW17;SALLO;RW17;{{N55051695,E013265440},{N54550000,E013231030}}
SALO2C;ES;ESMS;RW35;SALLO;RW35;{{N55340235,E013220925},{N55342243,E013140243},{N55031200,E013130000},{N54550000,E013231030}}
SVD2C;ES;ESMS;RW35;SVD;RW35;{{N55340235,E013220925},{N55485402,E013113855},{N55554840,E013115810},{N56100790,E012342560}}
SVD3B;ES;ESMS;RW17;SVD;RW17;{{N55303435,E013225590},{N55291284,E013132976},{N55554840,E013115810},{N56100790,E012342560}}
TELM1B;ES;ESMS;RW17;TELMO;RW17;{{N55183821,E013243525},{N55031660,E014065860}}
TELM1C;ES;ESMS;RW35;TELMO;RW35;{{N55364130,E013213860},{N55244070,E013332710},{N55134860,E013361438},{N55031660,E014065860}}
BAKI2B;ES;ESNN;RW16;BAKIL;RW16;{{N62582000,E017561224}}
BAKI2C;ES;ESNN;RW34;BAKIL;RW34;{{N62582000,E017561224}}
DETM1B;ES;ESNN;RW16;DETMO;RW16;{{N62223658,E017254061},{N62134710,E016582740}}
DETM1R;ES;ESNN;RW34;DETMO;RW34;{{N62351822,E017234359},{N62134710,E016582740}}
PEVE1B;ES;ESNN;RW16;PEVEL;RW16;{{N62004700,E017514840}}
PEVE1L;ES;ESNN;RW34;PEVEL;RW34;{{N62004700,E017514840}}
PEVE1R;ES;ESNN;RW34;PEVEL;RW34;{{N62351822,E017234359},{N62004700,E017514840}}
TERP3B;ES;ESNQ;RW03;TERPA;RW03;{{N67215030,E020415160}}
TERP3C;ES;ESNQ;RW21;TERPA;RW21;{{N67215030,E020415160}}
VAGA3B;ES;ESNQ;RW03;VAGAS;RW03;{{N67205720,E020090770}}
VAGA3C;ES;ESNQ;RW21;VAGAS;RW21;{{N67205720,E020090770}}
DEDI3B;ES;ESNU;RW14;DEDIT;RW14;{{N63425341,E020261598},{N63152970,E020270220}}
DEDI3C;ES;ESNU;RW32;DEDIT;RW32;{{N63390870,E020083540},{N63152970,E020270220}}
GADE2B;ES;ESNU;RW14;GADDE;RW14;{{N63351840,E020410980}}
SOPL3B;ES;ESNU;RW14;SOPLI;UME2;{{N63455283,E020201548},{N64140350,E020442580}}
SOPL3C;ES;ESNU;RW32;SOPLI;RW32;{{N63503890,E020103120},{N64140350,E020442580}}
TIND3B;ES;ESNU;RW14;TINDO;RW14;{{N63372620,E019184950}}
TIND3C;ES;ESNU;RW32;TINDO;RW32;{{N63372620,E019184950}}
SIPS2B;ES;ESOK;RW03;SIPSI;KSD25;{{N59284488,E013221212},{N59223724,E013162524},{N58552650,E012572800}}
SIPS2C;ES;ESOK;RW21;SIPSI;RW21;{{N58552650,E012572800}}
TESD1B;ES;ESOK;RW03;TESDI;KSD25;{{N59284488,E013221212},{N59431350,E014145040}}
TESD1C;ES;ESOK;RW21;TESDI;KSD03;{{N59234790,E013173008},{N59431350,E014145040}}
BESL1B;ES;ESPA;RW14;BESLA;RW14;{{N65271637,E022193069},{N65403326,E022170666},{N65512710,E022183690}}
BESL1C;ES;ESPA;RW32;BESLA;RW32;{{N65364918,E021491136},{N65432177,E022075228},{N65512710,E022183690}}
RISE2B;ES;ESPA;RW14;RISEM;RW14;{{N65303308,E022120488},{N65130860,E021143160}}
RISE2C;ES;ESPA;RW32;RISEM;RW32;{{N65130860,E021143160}}
SONI1P;ES;ESPA;RW14;SONIN;RW14;{{N65303308,E022120488},{N65585500,E021482200}}
SONI1R;ES;ESPA;RW32;SONIN;RW32;{{N65360830,E021591930},{N65585500,E021482200}}
SONI2B;ES;ESPA;RW14;SONIN;RW14;{{N65271637,E022193069},{N65412186,E022070873},{N65585500,E021482200}}
SONI2C;ES;ESPA;RW32;SONIN;RW32;{{N65364918,E021491136},{N65585500,E021482200}}
VERA2B;ES;ESPA;RW14;VERAG;RW14;{{N65303308,E022120488},{N65073190,E021591350}}
VERA2C;ES;ESPA;RW32;VERAG;RW32;{{N65073190,E021591350}}
BENK1B;ES;ESPC;RW12;BENKA;RW12;{{N63183770,E015243260}}
OSLA1B;ES;ESPC;RW12;OSLAV;RW12;{{N62433490,E015105990}}
ABEN1R;ES;ESSA;RW08;DKR;SA418;{{N59400638,E018005395},{N59355502,E017583158},{N59141630,E017051960},{N59122580,E017004350}}
ABEN2Q;ES;ESSA;RW19L;DKR;SA551;{{N59365935,E017565174},{N59344699,E017552984},{N59302944,E017440245},{N59141630,E017051960},{N59122580,E017004350}}
ARS1B;ES;ESSA;RW01R;ARS;SA404;{{N59401182,E017575957},{N59455736,E018000649},{N59461597,E017392904},{N59351030,E016390140}}
ARS1K;ES;ESSA;RW26;ARS;WA;{{N59392080,E017545550},{N59393070,E017391350},{N59351030,E016390140}}
ARS1L;ES;ESSA;RW08;ARS;SA412;{{N59401378,E018015239},{N59431288,E018040244},{N59460290,E018021376},{N59473502,E017410689},{N59351030,E016390140}}
ARS2C;ES;ESSA;RW01L;ARS;SA421;{{N59402697,E017553567},{N59411659,E017464477},{N59381271,E017273702},{N59351030,E016390140}}
ARS2E;ES;ESSA;RW19L;ARS;SA551;{{N59365935,E017565174},{N59334767,E018004591},{N59290285,E017590978},{N59285808,E017281222},{N59351030,E016390140}}
ARS2G;ES;ESSA;RW19R;ARS;SA705;{{N59372524,E017542989},{N59340158,E017442160},{N59351030,E016390140}}
BABA1B;ES;ESSA;RW01R;BABAP;SA404;{{N59401182,E017575957},{N59252020,E018422750},{N59000000,E019154910},{N59421670,E018093184},{N59432696,E018250129},{N59252020,E018422750}}
BABA1E;ES;ESSA;NEKLA;BABAP;BABAP;{{N59252020,E018422750},{N59365935,E017565174},{N59000000,E019154910},{N59373078,E018091360},{N59405383,E018254398},{N59252020,E018422750}}
BABA1G;ES;ESSA;NEKLA;BABAP;BABAP;{{N59252020,E018422750},{N59372524,E017542989},{N59000000,E019154910},{N59370204,E018043347},{N59412230,E018265837},{N59252020,E018422750}}
BABA1K;ES;ESSA;NEKLA;BABAP;BABAP;{{N59252020,E018422750},{N59392080,E017545550},{N59000000,E019154910},{N59393070,E017391350},{N59332549,E017350307},{N59300844,E017465651},{N59252020,E018422750}}
BABA1L;ES;ESSA;NEKLA;BABAP;BABAP;{{N59252020,E018422750},{N59401378,E018015239},{N59424337,E018244044},{N59000000,E019154910},{N59252020,E018422750}}
BABA1R;ES;ESSA;RW08;BABAP;SA418;{{N59400638,E018005395},{N59252020,E018422750},{N59424337,E018244044},{N59000000,E019154910},{N59252020,E018422750}}
BABA2C;ES;ESSA;NEKLA;BABAP;BABAP;{{N59252020,E018422750},{N59402697,E017553567},{N59411659,E017464477},{N59000000,E019154910},{N59400373,E017390755},{N59332549,E017350307},{N59300844,E017465651},{N59252020,E018422750}}
DIGL1R;ES;ESSA;RW08;NOSLI;SA418;{{N59400638,E018005395},{N59355502,E017583158},{N59301410,E017441937},{N59065790,E017182220},{N59042200,E017152920}}
DIGL2Q;ES;ESSA;RW19L;NOSLI;SA551;{{N59365935,E017565174},{N59344699,E017552984},{N59302944,E017440245},{N59065790,E017182220},{N59042200,E017152920}}
DKR1B;ES;ESSA;RW01R;DKR;SA404;{{N59401182,E017575957},{N59455736,E018000649},{N59461597,E017392904},{N59414720,E017144130},{N59122580,E017004350}}
DKR1K;ES;ESSA;RW26;DKR;WA;{{N59392080,E017545550},{N59393070,E017391350},{N59122580,E017004350}}
DKR1L;ES;ESSA;RW08;DKR;SA412;{{N59401378,E018015239},{N59431288,E018040244},{N59460290,E018021376},{N59473502,E017410689},{N59423982,E017160708},{N59122580,E017004350}}
DKR2C;ES;ESSA;RW01L;DKR;SA421;{{N59402697,E017553567},{N59411659,E017464477},{N59374812,E017250517},{N59122580,E017004350}}
DKR2E;ES;ESSA;RW19L;DKR;SA551;{{N59365935,E017565174},{N59334767,E018004591},{N59300890,E017593203},{N59122580,E017004350}}
DKR2G;ES;ESSA;RW19R;DKR;SA705;{{N59372524,E017542989},{N59340158,E017442160},{N59122580,E017004350}}
GALN1R;ES;ESSA;RW08;TRS;SA418;{{N59400638,E018005395},{N59355502,E017583158},{N59301410,E017441937},{N59151035,E017272574},{N58591559,E017294257},{N58561650,E017300800}}
GALN2Q;ES;ESSA;RW19L;TRS;SA551;{{N59365935,E017565174},{N59344699,E017552984},{N59302944,E017440245},{N59150952,E017272586},{N58591559,E017294257},{N58561650,E017300800}}
KOGA1B;ES;ESSA;RW01R;KOGAV;SA404;{{N59401182,E017575957},{N59480258,E018005268},{N60045200,E017134660}}
KOGA1K;ES;ESSA;RW26;KOGAV;WA;{{N59392080,E017545550},{N59462195,E017543109},{N59502549,E017551918},{N60045200,E017134660}}
KOGA1L;ES;ESSA;RW08;KOGAV;SA412;{{N59401378,E018015239},{N59431288,E018040244},{N59460290,E018021376},{N60045200,E017134660}}
KOGA2C;ES;ESSA;RW01L;KOGAV;SA421;{{N59402697,E017553567},{N59440558,E017565499},{N59505428,E017574351},{N60045200,E017134660}}
KOGA2G;ES;ESSA;RW19R;KOGAV;SA705;{{N59372524,E017542989},{N59340158,E017442160},{N59340503,E017402901},{N59484584,E017423575},{N60045200,E017134660}}
LUMA1R;ES;ESSA;RW08;RESNA;SA418;{{N59400638,E018005395},{N59380190,E017572022},{N59391240,E017545190},{N59484584,E017503948},{N60190384,E018003079},{N60220100,E018012940}}
LUMA2Q;ES;ESSA;RW19L;RESNA;SA551;{{N59365935,E017565174},{N59344699,E017552984},{N59323617,E017472879},{N59350905,E017394384},{N59484584,E017423575},{N60190384,E018003079},{N60220100,E018012940}}
NOSL1B;ES;ESSA;RW01R;NOSLI;SA404;{{N59401182,E017575957},{N59411369,E017425297},{N59373049,E017240995},{N59042200,E017152920}}
NOSL1K;ES;ESSA;RW26;NOSLI;WA;{{N59392080,E017545550},{N59393070,E017391350},{N59042200,E017152920}}
NOSL2C;ES;ESSA;RW01L;NOSLI;SA421;{{N59402697,E017553567},{N59411659,E017464477},{N59374812,E017250517},{N59042200,E017152920}}
NOSL2E;ES;ESSA;RW19L;NOSLI;SA551;{{N59365935,E017565174},{N59334767,E018004591},{N59300890,E017593203},{N59230720,E017362021},{N59042200,E017152920}}
NOSL2G;ES;ESSA;RW19R;NOSLI;SA705;{{N59372524,E017542989},{N59340158,E017442160},{N59042200,E017152920}}
NOSL2L;ES;ESSA;RW08;NOSLI;SA412;{{N59401378,E018015239},{N59422360,E017554167},{N59413799,E017513781},{N59374184,E017241140},{N59042200,E017152920}}
NTL1B;ES;ESSA;RW01R;NTL;SA404;{{N59401182,E017575957},{N59421670,E018093184},{N59445930,E018460060}}
NTL1E;ES;ESSA;RW19L;NTL;SA551;{{N59365935,E017565174},{N59373078,E018091360},{N59445930,E018460060}}
NTL1G;ES;ESSA;RW19R;NTL;SA705;{{N59372524,E017542989},{N59370204,E018043347},{N59445930,E018460060}}
NTL1K;ES;ESSA;RW26;NTL;WA;{{N59392080,E017545550},{N59452565,E017595207},{N59445930,E018460060}}
NTL1L;ES;ESSA;RW08;NTL;SA412;{{N59401378,E018015239},{N59445930,E018460060}}
NTL1R;ES;ESSA;RW08;NTL;SA418;{{N59400638,E018005395},{N59445930,E018460060}}
NTL2C;ES;ESSA;RW01L;NTL;SA421;{{N59402697,E017553567},{N59440558,E017565499},{N59451020,E018085818},{N59445930,E018460060}}
RESN1B;ES;ESSA;RW01R;RESNA;SA404;{{N59401182,E017575957},{N60014090,E018055699},{N60220100,E018012940}}
RESN1K;ES;ESSA;RW26;RESNA;WA;{{N59392080,E017545550},{N59462195,E017543109},{N60220100,E018012940}}
RESN1L;ES;ESSA;RW08;RESNA;SA412;{{N59401378,E018015239},{N59431288,E018040244},{N59460290,E018021376},{N60013982,E018054916},{N60220100,E018012940}}
RESN2C;ES;ESSA;RW01L;RESNA;SA421;{{N59402697,E017553567},{N59440558,E017565499},{N60220100,E018012940}}
HL31;ED;ETHL;RW09;PELOG;X130;{{N48125378,E009583169},{N48130480,E009543900},{N48134080,E009403000}}
RESN2G;ES;ESSA;RW19R;RESNA;SA705;{{N59372524,E017542989},{N59340158,E017442160},{N59340503,E017402901},{N59484584,E017423575},{N60220100,E018012940}}
ROKN1R;ES;ESSA;RW08;ARS;SA418;{{N59400638,E018005395},{N59355502,E017583158},{N59330228,E017511871},{N59350390,E016445520},{N59351030,E016390140}}
ROKN2Q;ES;ESSA;RW19L;ARS;SA551;{{N59365935,E017565174},{N59344699,E017552984},{N59323617,E017472879},{N59350390,E016445520},{N59351030,E016390140}}
TALE1R;ES;ESSA;RW08;KOGAV;SA418;{{N59400638,E018005395},{N59380190,E017572022},{N59391240,E017545190},{N59484584,E017503948},{N60025469,E017181847},{N60045200,E017134660}}
TALE2Q;ES;ESSA;RW19L;KOGAV;SA551;{{N59365935,E017565174},{N59344699,E017552984},{N59323617,E017472879},{N59350905,E017394384},{N59484584,E017423575},{N60025469,E017181847},{N60045200,E017134660}}
TRS1B;ES;ESSA;RW01R;TRS;SA404;{{N59401182,E017575957},{N59411369,E017425297},{N59373049,E017240995},{N58561650,E017300800}}
TRS1K;ES;ESSA;RW26;TRS;WA;{{N59392080,E017545550},{N59393070,E017391350},{N59193027,E017253632},{N58561650,E017300800}}
TRS2C;ES;ESSA;RW01L;TRS;SA421;{{N59402697,E017553567},{N59411659,E017464477},{N59374812,E017250517},{N58561650,E017300800}}
TRS2E;ES;ESSA;RW19L;TRS;SA551;{{N59365935,E017565174},{N59334767,E018004591},{N59300890,E017593203},{N59230720,E017362021},{N59150952,E017272586},{N58561650,E017300800}}
